polygonid,elevation
12639,263
12639,268
12640,218
12640,243
12640,211
12640,248
12640,226
12641,224
12641,207
12641,210
12641,217
12641,204
12642,247
12642,143
12642,316
12642,302
12642,417
12643,370
12643,389
12643,262
12643,263
12643,272
12644,284
12644,299
12644,372
12644,314
12644,356
12645,364
12645,350
12645,350
12645,353
12645,360
12646,348
12646,323
12646,332
12646,347
12646,346
12647,350
12647,353
12647,353
12647,337
12647,349
12648,336
12648,331
12648,329
12648,329
12648,328
12649,300
12649,296
12649,293
12649,293
12649,296
12650,336
12650,340
12650,339
12650,348
12650,332
12651,324
12651,323
12651,320
12651,332
12651,320
12652,313
12652,308
12652,310
12652,306
12652,303
12653,339
12653,320
12653,334
12653,319
12653,319
12654,301
12654,302
12654,304
12654,301
12654,311
12655,332
12655,319
12655,310
12655,316
12655,317
12656,298
12656,293
12656,299
12656,300
12656,293
12657,302
12657,277
12657,299
12657,282
12657,280
12658,303
12658,292
12658,296
12658,299
12658,302
12659,295
12659,294
12659,294
