polygonid,elevation
421,57
421,148
421,144
422,21
422,21
422,15
422,24
422,26
423,17
423,44
423,25
423,24
423,17
424,69
424,27
424,82
424,81
424,46
425,44
425,34
425,27
425,39
425,37
426,51
426,39
426,23
426,40
426,21
427,59
427,28
427,18
427,44
427,23
428,6
428,-2
428,6
428,19
428,24
429,13
429,9
429,16
429,26
429,41
430,20
430,1
430,0
430,1
430,4
431,3
431,0
431,6
431,32
431,3
432,58
432,39
432,50
432,21
432,40
433,36
433,55
433,42
433,42
433,41
434,-1
434,-1
434,-1
434,-1
434,-1
435,27
435,39
435,46
435,56
435,47
436,53
436,48
436,55
436,49
436,53
437,64
437,50
437,91
437,72
437,60
438,81
438,118
438,87
438,117
438,91
439,59
439,40
439,70
439,44
439,63
440,69
440,69
440,96
440,99
440,83
441,117
441,104
