polygonid,elevation
961,2087
962,1933
962,1909
962,1906
962,1930
962,1931
963,1930
963,1938
963,1975
963,1964
963,1911
964,1918
964,1920
964,1930
964,1967
964,1914
965,2377
965,2675
965,2496
965,2817
965,1948
966,1986
966,1960
966,1935
966,1934
966,1952
967,2305
967,2355
967,2739
967,2294
967,2888
968,2392
968,2350
968,2382
968,2678
968,2701
969,1960
969,1946
969,1951
969,1992
969,2005
970,2072
970,1953
970,2139
970,1933
970,1993
971,1937
971,1924
971,1920
971,1938
971,1938
972,1938
972,1946
972,1937
972,1942
972,1944
973,2008
973,2023
973,2008
973,2049
973,1938
974,2047
974,2163
974,2465
974,2638
974,2183
975,1898
975,1901
975,1910
975,1921
975,1951
976,2095
976,2376
976,2494
976,2756
976,2512
977,2281
977,2596
977,2270
977,2342
977,2644
978,475
978,421
978,531
978,399
978,542
979,445
979,389
979,230
979,370
979,507
980,835
980,924
980,803
980,1219
980,879
981,531
981,722
981,780
981,568
