polygonid,elevation
2005,129
2005,123
2006,118
2006,122
2006,126
2006,125
2006,124
2007,123
2007,124
2007,121
2007,122
2007,124
2008,119
2008,120
2008,120
2008,122
2008,123
2009,120
2009,125
2009,124
2009,119
2009,121
2010,121
2010,121
2010,122
2010,122
2010,120
2011,120
2011,122
2011,123
2011,125
2011,124
2012,125
2012,122
2012,123
2012,122
2012,122
2013,124
2013,123
2013,124
2013,123
2013,121
2014,124
2014,124
2014,126
2014,124
2014,123
2015,124
2015,122
2015,122
2015,126
2015,124
2016,120
2016,122
2016,125
2016,122
2016,120
2017,125
2017,122
2017,121
2017,124
2017,120
2018,122
2018,123
2018,126
2018,124
2018,122
2019,124
2019,122
2019,125
2019,122
2019,122
2020,128
2020,122
2020,125
2020,123
2020,126
2021,123
2021,123
2021,124
2021,123
2021,121
2022,120
2022,124
2022,124
2022,120
2022,122
2023,126
2023,124
2023,125
2023,126
2023,125
2024,124
2024,125
2024,126
2024,126
2024,127
2025,123
2025,122
2025,123
2025,122
