polygonid,elevation
6872,13
6872,17
6872,15
6872,14
6872,17
6873,11
6873,16
6873,19
6873,16
6873,15
6874,14
6874,11
6874,14
6874,15
6874,11
6875,15
6875,11
6875,10
6875,11
6875,14
6876,14
6876,14
6876,13
6876,13
6876,16
6877,17
6877,14
6877,12
6877,14
6877,14
6878,13
6878,20
6878,16
6878,19
6878,19
6879,16
6879,16
6879,18
6879,15
6879,17
6880,16
6880,22
6880,15
6880,16
6880,15
6881,16
6881,14
6881,14
6881,18
6881,18
6882,16
6882,20
6882,18
6882,16
6882,16
6883,12
6883,11
6883,15
6883,14
6883,15
6884,13
6884,10
6884,16
6884,14
6884,18
6885,14
6885,13
6885,13
6885,13
6885,14
6886,13
6886,10
6886,14
6886,17
6886,17
6887,15
6887,17
6887,13
6887,17
6887,13
6888,15
6888,13
6888,14
6888,16
6888,13
6889,16
6889,15
6889,12
6889,12
6889,11
6890,14
6890,19
6890,17
6890,14
6890,16
6891,11
6891,16
6891,18
6891,15
6891,15
