polygonid,elevation
18009,100
18009,88
18010,91
18010,73
18010,107
18010,125
18010,135
18011,123
18011,94
18011,87
18011,114
18011,80
18012,97
18012,71
18012,91
18012,69
18012,67
18013,81
18013,80
18013,68
18013,90
18013,71
18014,87
18014,80
18014,82
18014,82
18014,81
18015,94
18015,94
18015,91
18015,93
18015,82
18016,127
18016,190
18016,151
18016,210
18016,116
18017,138
18017,505
18017,197
18017,263
18017,227
18018,249
18018,369
18018,751
18018,336
18018,551
18019,357
18019,352
18019,214
18019,664
18019,690
18020,548
18020,321
18020,714
18020,488
18020,699
18021,854
18021,541
18021,866
18021,906
18021,585
18022,330
18022,301
18022,606
18022,668
18022,294
18023,394
18023,276
18023,346
18023,272
18023,435
18024,896
18024,859
18024,207
18024,516
18024,549
18025,393
18025,380
18025,409
18025,457
18025,496
18026,65
18026,62
18026,60
18026,64
18026,60
18027,86
18027,87
18027,78
18027,86
18027,85
18028,85
18028,86
18028,89
18028,83
18028,82
18029,67
18029,66
18029,67
