polygonid,elevation
5670,134
5671,128
5671,128
5671,120
5671,129
5671,122
5672,124
5672,121
5672,122
5672,121
5672,123
5673,134
5673,127
5673,129
5673,117
5673,117
5674,140
5674,144
5674,141
5674,133
5674,137
5675,154
5675,153
5675,146
5675,145
5675,153
5676,149
5676,146
5676,148
5676,146
5676,145
5677,137
5677,136
5677,136
5677,138
5677,136
5678,125
5678,124
5678,129
5678,128
5678,123
5679,132
5679,130
5679,133
5679,130
5679,129
5680,135
5680,131
5680,137
5680,134
5680,128
5681,111
5681,104
5681,108
5681,109
5681,107
5682,105
5682,113
5682,109
5682,107
5682,113
5683,114
5683,108
5683,111
5683,109
5683,118
5684,121
5684,120
5684,120
5684,120
5684,124
5685,123
5685,124
5685,124
5685,122
5685,124
5686,117
5686,112
5686,120
5686,119
5686,112
5687,97
5687,99
5687,98
5687,95
5687,99
5688,101
5688,102
5688,101
5688,97
5688,102
5689,106
5689,103
5689,106
5689,103
5689,108
5690,103
5690,101
5690,99
5690,105
