polygonid,elevation
20172,29
20172,27
20172,28
20172,30
20173,26
20173,30
20173,26
20173,27
20173,29
20174,24
20174,24
20174,24
20174,25
20174,23
20175,41
20175,33
20175,46
20175,34
20175,32
20176,206
20176,118
20176,180
20176,424
20176,292
20177,129
20177,234
20177,352
20177,240
20177,260
20178,175
20178,173
20178,57
20178,175
20178,101
20179,22
20179,130
20179,97
20179,91
20179,84
20180,190
20180,79
20180,114
20180,108
20180,215
20181,218
20181,170
20181,70
20181,73
20181,94
20182,121
20182,93
20182,74
20182,119
20182,85
20183,91
20183,57
20183,69
20183,71
20183,63
20184,74
20184,71
20184,76
20184,81
20184,87
20185,63
20185,53
20185,59
20185,56
20185,65
20186,81
20186,208
20186,202
20186,129
20186,188
20187,89
20187,53
20187,40
20187,65
20187,222
20188,61
20188,57
20188,62
20188,60
20188,67
20189,54
20189,55
20189,52
20189,56
20189,54
20190,63
20190,67
20190,64
20190,66
20190,66
20191,58
20191,53
20191,56
20191,55
20191,59
20192,50
