polygonid,elevation
601,126
601,118
601,122
602,117
602,119
602,120
602,117
602,118
603,136
603,106
603,160
603,118
603,153
604,115
604,111
604,131
604,113
604,126
605,131
605,126
605,115
605,129
605,117
606,134
606,134
606,140
606,135
606,135
607,130
607,135
607,130
607,127
607,128
608,127
608,125
608,125
608,124
608,127
609,119
609,122
609,121
609,121
609,122
610,159
610,160
610,197
610,148
610,207
611,153
611,151
611,151
611,150
611,131
612,268
612,266
612,212
612,154
612,202
613,136
613,143
613,141
613,137
613,136
614,143
614,144
614,141
614,143
614,144
615,195
615,210
615,166
615,198
615,172
616,132
616,138
616,138
616,129
616,134
617,129
617,129
617,128
617,139
617,129
618,194
618,169
618,210
618,165
618,200
619,162
619,148
619,153
619,164
619,171
620,144
620,176
620,131
620,171
620,136
621,175
621,192
621,184
