polygonid,elevation
14464,152
14465,95
14465,108
14465,185
14465,141
14465,100
14466,101
14466,153
14466,91
14466,214
14466,105
14467,251
14467,247
14467,214
14467,216
14467,246
14468,178
14468,153
14468,190
14468,233
14468,217
14469,193
14469,174
14469,168
14469,225
14469,181
14470,137
14470,138
14470,136
14470,138
14470,137
14471,237
14471,249
14471,250
14471,217
14471,255
14472,243
14472,223
14472,177
14472,172
14472,194
14473,212
14473,155
14473,121
14473,209
14473,105
14474,142
14474,150
14474,158
14474,131
14474,136
14475,168
14475,161
14475,151
14475,147
14475,151
14476,122
14476,176
14476,165
14476,171
14476,124
14477,157
14477,166
14477,141
14477,173
14477,148
14478,240
14478,240
14478,131
14478,175
14478,127
14479,122
14479,145
14479,128
14479,171
14479,125
14480,112
14480,110
14480,114
14480,116
14480,114
14481,179
14481,133
14481,109
14481,139
14481,234
14482,163
14482,156
14482,127
14482,131
14482,156
14483,140
14483,120
14483,150
14483,138
14483,127
14484,110
14484,121
14484,127
14484,106
