polygonid,elevation
17349,34
17349,34
17349,34
17349,34
17349,35
17350,45
17350,35
17350,34
17350,38
17350,43
17351,43
17351,41
17351,40
17351,40
17351,38
17352,35
17352,23
17352,40
17352,56
17352,46
17353,62
17353,49
17353,75
17353,60
17353,56
17354,76
17354,74
17354,70
17354,69
17354,100
17355,60
17355,154
17355,105
17355,101
17355,102
17356,584
17356,321
17356,361
17356,240
17356,393
17357,136
17357,121
17357,102
17357,131
17357,111
17358,163
17358,132
17358,123
17358,99
17358,144
17359,124
17359,94
17359,86
17359,89
17359,122
17360,75
17360,63
17360,54
17360,78
17360,81
17361,36
17361,40
17361,52
17361,46
17361,42
17362,51
17362,56
17362,48
17362,53
17362,46
17363,53
17363,71
17363,62
17363,60
17363,67
17364,47
17364,42
17364,39
17364,44
17364,48
17365,58
17365,50
17365,48
17365,48
17365,58
17366,55
17366,50
17366,45
17366,54
17366,52
17367,55
17367,62
17367,61
17367,61
17367,62
17368,53
17368,53
17368,63
17368,59
17368,63
