polygonid,elevation
10657,26
10657,25
10658,28
10658,28
10658,25
10658,26
10658,28
10659,22
10659,21
10659,23
10659,21
10659,26
10660,21
10660,19
10660,23
10660,23
10660,21
10661,21
10661,24
10661,23
10661,23
10661,23
10662,27
10662,28
10662,28
10662,28
10662,27
10663,24
10663,28
10663,28
10663,23
10663,28
10664,26
10664,25
10664,24
10664,25
10664,25
10665,24
10665,23
10665,25
10665,23
10665,24
10666,29
10666,29
10666,28
10666,29
10666,26
10667,27
10667,27
10667,26
10667,29
10667,25
10668,30
10668,29
10668,24
10668,24
10668,28
10669,30
10669,27
10669,29
10669,29
10669,30
10670,31
10670,29
10670,31
10670,29
10670,30
10671,20
10671,24
10671,25
10671,24
10671,24
10672,23
10672,22
10672,24
10672,24
10672,25
10673,22
10673,20
10673,24
10673,24
10673,23
10674,20
10674,21
10674,20
10674,20
10674,21
10675,26
10675,29
10675,24
10675,28
10675,25
10676,23
10676,25
10676,23
10676,26
10676,24
10677,26
10677,25
10677,24
10677,26
