polygonid,elevation
15325,10
15326,13
15326,12
15326,10
15326,11
15326,9
15327,14
15327,9
15327,12
15327,14
15327,15
15328,4
15328,4
15328,3
15328,11
15328,5
15329,3
15329,7
15329,6
15329,8
15329,4
15330,11
15330,13
15330,6
15330,8
15330,11
15331,7
15331,9
15331,10
15331,8
15331,7
15332,21
15332,13
15332,18
15332,23
15332,8
15333,12
15333,0
15333,3
15333,30
15333,2
15334,7
15334,12
15334,17
15334,16
15334,9
15335,13
15335,26
15335,26
15335,4
15335,7
15336,-4
15336,3
15336,-1
15337,0
15337,0
15337,0
15337,0
15337,2
15338,22
15338,29
15338,22
15338,30
15338,29
15339,6
15339,5
15339,6
15339,8
15339,8
15340,13
15340,6
15340,12
15340,7
15340,10
15341,24
15341,16
15341,20
15341,20
15341,17
15342,10
15342,13
15342,12
15342,11
15342,13
15343,8
15343,5
15343,7
15343,9
15343,6
15344,13
15344,14
15344,9
15344,14
15344,13
15345,33
15345,30
15345,32
15345,19
15345,33
15346,32
