polygonid,elevation
15847,3
15847,5
15847,5
15848,6
15848,8
15848,7
15848,2
15848,6
15849,7
15849,2
15849,6
15849,3
15849,4
15850,4
15850,5
15850,4
15850,6
15850,3
15851,1
15851,5
15851,4
15851,3
15851,8
15852,5
15852,7
15852,5
15852,2
15852,-2
15853,6
15853,5
15853,4
15853,-1
15853,4
15854,5
15854,4
15854,2
15854,3
15854,0
15855,7
15855,-1
15855,2
15855,1
15855,7
15856,3
15856,7
15856,2
15856,2
15856,6
15857,0
15857,4
15857,3
15857,3
15857,0
15858,3
15858,6
15858,3
15858,1
15858,2
15859,9
15859,8
15859,9
15859,17
15859,12
15860,8
15860,8
15860,9
15860,8
15860,12
15861,9
15861,7
15861,7
15861,8
15861,13
15862,11
15862,8
15862,8
15862,8
15862,11
15863,9
15863,10
15863,8
15863,8
15863,8
15864,9
15864,5
15864,14
15864,11
15864,8
15865,10
15865,7
15865,10
15865,9
15865,10
15866,12
15866,10
15866,14
15866,9
15866,6
15867,11
15867,13
