polygonid,elevation
10697,32
10698,33
10698,33
10698,32
10698,32
10698,34
10699,32
10699,33
10699,34
10699,36
10699,37
10700,36
10700,36
10700,35
10700,34
10700,34
10701,34
10701,33
10701,32
10701,36
10701,30
10702,30
10702,33
10702,30
10702,32
10702,32
10703,37
10703,35
10703,39
10703,38
10703,36
10704,39
10704,34
10704,36
10704,35
10704,38
10705,35
10705,34
10705,38
10705,35
10705,38
10706,39
10706,39
10706,37
10706,38
10706,41
10707,37
10707,34
10707,39
10707,36
10707,35
10708,38
10708,41
10708,39
10708,41
10708,40
10709,36
10709,39
10709,38
10709,41
10709,38
10710,30
10710,29
10710,32
10710,30
10710,31
10711,30
10711,29
10711,27
10711,31
10711,31
10712,34
10712,34
10712,37
10712,40
10712,36
10713,32
10713,36
10713,35
10713,35
10713,35
10714,33
10714,31
10714,27
10714,28
10714,32
10715,28
10715,26
10715,29
10715,24
10715,29
10716,28
10716,24
10716,25
10716,28
10716,24
10717,30
10717,32
10717,31
10717,33
