polygonid,elevation
6411,97
6411,98
6411,121
6412,121
6412,105
6412,97
6412,124
6412,117
6413,92
6413,103
6413,97
6413,91
6413,98
6414,115
6414,116
6414,120
6414,109
6414,116
6415,128
6415,128
6415,130
6415,123
6415,125
6416,88
6416,88
6416,95
6416,90
6416,92
6417,97
6417,104
6417,95
6417,104
6417,98
6418,91
6418,101
6418,104
6418,98
6418,92
6419,99
6419,95
6419,97
6419,94
6419,97
6420,81
6420,80
6420,93
6420,89
6420,83
6421,86
6421,90
6421,89
6421,90
6421,87
6422,97
6422,97
6422,89
6422,98
6422,92
6423,98
6423,91
6423,87
6423,91
6423,90
6424,86
6424,94
6424,97
6424,98
6424,97
6425,95
6425,96
6425,90
6425,90
6425,79
6426,98
6426,102
6426,99
6426,102
6426,99
6427,97
6427,97
6427,92
6427,96
6427,99
6428,94
6428,94
6428,93
6428,95
6428,95
6429,93
6429,95
6429,97
6429,96
6429,97
6430,77
6430,76
6430,78
6430,81
6430,89
6431,78
6431,83
