polygonid,elevation
8294,73
8294,75
8294,71
8295,83
8295,87
8295,75
8295,75
8295,81
8296,103
8296,89
8296,112
8296,126
8296,107
8297,356
8297,468
8297,439
8297,475
8297,472
8298,484
8298,411
8298,446
8298,423
8298,378
8299,366
8299,334
8299,376
8299,310
8299,394
8300,378
8300,276
8300,390
8300,268
8300,273
8301,305
8301,385
8301,322
8301,249
8301,300
8302,442
8302,479
8302,433
8302,457
8302,423
8303,194
8303,221
8303,209
8303,191
8303,215
8304,316
8304,766
8304,485
8304,382
8304,595
8305,396
8305,695
8305,563
8305,691
8305,339
8306,329
8306,363
8306,393
8306,249
8306,286
8307,183
8307,189
8307,182
8307,182
8307,187
8308,392
8308,284
8308,342
8308,356
8308,293
8309,245
8309,259
8309,241
8309,293
8309,296
8310,270
8310,628
8310,260
8310,529
8310,629
8311,214
8311,226
8311,235
8311,315
8311,279
8312,279
8312,307
8312,306
8312,373
8312,365
8313,316
8313,333
8313,363
8313,336
8313,323
8314,299
8314,291
