polygonid,elevation
10357,46
10357,39
10357,45
10358,45
10358,45
10358,47
10358,45
10358,40
10359,45
10359,41
10359,40
10359,48
10359,36
10360,36
10360,42
10360,38
10360,36
10360,33
10361,35
10361,36
10361,38
10361,38
10361,40
10362,34
10362,32
10362,33
10362,33
10362,32
10363,42
10363,48
10363,50
10363,39
10363,48
10364,46
10364,40
10364,45
10364,44
10364,48
10365,52
10365,53
10365,52
10365,49
10365,55
10366,43
10366,49
10366,55
10366,48
10366,51
10367,49
10367,52
10367,53
10367,55
10367,54
10368,50
10368,51
10368,51
10368,54
10368,52
10369,56
10369,55
10369,54
10369,59
10369,56
10370,50
10370,50
10370,50
10370,55
10370,51
10371,56
10371,50
10371,45
10371,47
10371,46
10372,54
10372,55
10372,53
10372,50
10372,53
10373,65
10373,68
10373,67
10373,62
10373,65
10374,53
10374,53
10374,57
10374,59
10374,52
10375,53
10375,56
10375,59
10375,61
10375,57
10376,64
10376,55
10376,61
10376,57
10376,60
10377,50
10377,50
