polygonid,elevation
6751,41
6752,38
6752,38
6752,44
6752,37
6752,40
6753,22
6753,27
6753,27
6753,39
6753,16
6754,15
6754,12
6754,11
6754,8
6754,16
6755,34
6755,33
6755,33
6755,34
6755,33
6756,39
6756,33
6756,33
6756,36
6756,32
6757,36
6757,35
6757,38
6757,39
6757,34
6758,30
6758,29
6758,32
6758,33
6758,30
6759,26
6759,28
6759,32
6759,27
6759,26
6760,30
6760,30
6760,32
6760,30
6760,32
6761,32
6761,33
6761,30
6761,30
6761,32
6762,32
6762,31
6762,30
6762,34
6762,32
6763,34
6763,31
6763,34
6763,34
6763,34
6764,37
6764,37
6764,41
6764,39
6764,40
6765,27
6765,27
6765,26
6765,27
6765,27
6766,25
6766,25
6766,24
6766,24
6766,27
6767,27
6767,30
6767,29
6767,28
6767,30
6768,27
6768,29
6768,29
6768,28
6768,29
6769,30
6769,26
6769,31
6769,28
6769,30
6770,27
6770,27
6770,28
6770,26
6770,26
6771,27
6771,24
6771,28
6771,24
