polygonid,elevation
401,15
401,9
401,14
401,9
402,14
402,19
402,18
402,25
402,21
403,9
403,9
403,7
403,10
403,13
404,-2
404,-1
404,-5
404,0
404,1
405,10
405,12
405,10
405,14
405,9
406,18
406,22
406,32
406,18
406,18
407,17
407,2
407,0
407,2
407,6
408,0
408,0
408,0
408,0
408,0
409,16
409,32
409,12
409,20
409,31
410,144
410,77
410,113
410,148
410,83
411,17
411,7
411,-1
411,2
411,-1
412,1
412,1
412,0
412,1
412,1
413,7
413,9
413,3
413,7
413,9
414,1
414,7
414,43
414,24
414,4
415,0
415,-1
415,-3
415,-2
415,2
416,26
416,12
416,8
416,30
416,11
417,10
417,15
417,18
417,12
417,8
418,52
418,18
418,84
418,32
418,18
419,12
419,16
419,12
419,13
419,18
420,32
420,30
420,41
420,38
420,31
421,30
421,137
