polygonid,elevation
3807,76
3807,70
3807,70
3808,70
3808,65
3808,75
3808,82
3808,65
3809,66
3809,66
3809,64
3809,67
3809,65
3810,69
3810,75
3810,69
3810,67
3810,68
3811,66
3811,64
3811,64
3811,65
3811,64
3812,68
3812,66
3812,69
3812,64
3812,66
3813,62
3813,62
3813,66
3813,62
3813,65
3814,62
3814,54
3814,60
3814,57
3814,56
3815,57
3815,60
3815,57
3815,57
3815,60
3816,64
3816,51
3816,51
3816,56
3816,54
3817,66
3817,61
3817,75
3817,65
3817,52
3818,66
3818,71
3818,66
3818,64
3818,68
3819,64
3819,62
3819,61
3819,64
3819,72
3820,49
3820,56
3820,51
3820,50
3820,50
3821,55
3821,53
3821,51
3821,51
3821,58
3822,52
3822,47
3822,47
3822,47
3822,61
3823,63
3823,63
3823,63
3823,62
3823,62
3824,59
3824,61
3824,61
3824,59
3824,61
3825,61
3825,62
3825,64
3825,62
3825,64
3826,63
3826,58
3826,64
3826,62
3826,57
3827,65
3827,60
3827,63
