polygonid,elevation
5270,233
5270,213
5270,231
5271,163
5271,179
5271,174
5271,175
5271,170
5272,160
5272,185
5272,237
5272,203
5272,286
5273,229
5273,254
5273,244
5273,292
5273,284
5274,255
5274,256
5274,280
5274,293
5274,327
5275,225
5275,212
5275,180
5275,232
5275,218
5276,262
5276,244
5276,248
5276,240
5276,238
5277,229
5277,224
5277,236
5277,233
5277,278
5278,265
5278,368
5278,370
5278,368
5278,369
5279,200
5279,196
5279,184
5279,185
5279,186
5280,269
5280,221
5280,294
5280,290
5280,284
5281,218
5281,259
5281,246
5281,250
5281,256
5282,328
5282,272
5282,228
5282,250
5282,223
5283,271
5283,243
5283,241
5283,233
5283,183
5284,193
5284,167
5284,168
5284,169
5284,169
5285,172
5285,181
5285,180
5285,173
5285,171
5286,219
5286,178
5286,192
5286,176
5286,202
5287,229
5287,195
5287,184
5287,223
5287,308
5288,204
5288,199
5288,282
5288,269
5288,315
5289,217
5289,204
5289,251
5289,248
5289,223
5290,214
5290,285
