polygonid,elevation
16888,124
16888,68
16888,56
16889,21
16889,125
16889,48
16889,66
16889,97
16890,16
16890,20
16890,15
16890,15
16890,14
16891,10
16891,11
16891,12
16891,10
16891,9
16892,0
16892,2
16892,0
16892,0
16892,7
16893,5
16893,7
16893,5
16893,6
16893,8
16894,5
16894,5
16894,5
16894,5
16894,5
16895,45
16895,45
16895,54
16895,54
16895,47
16896,45
16896,44
16896,43
16896,60
16896,51
16897,47
16897,91
16897,56
16897,39
16897,35
16898,44
16898,46
16898,40
16898,43
16898,35
16899,55
16899,56
16899,83
16899,51
16899,42
16900,77
16900,96
16900,85
16900,54
16900,92
16901,109
16901,83
16901,55
16901,115
16901,24
16902,25
16902,85
16902,88
16902,84
16902,50
16903,96
16903,86
16903,108
16903,69
16903,111
16904,83
16904,102
16904,83
16904,83
16904,61
16905,0
16905,47
16905,46
16905,24
16905,56
16906,51
16906,52
16906,50
16906,53
16906,53
16907,16
16907,32
16907,13
16907,15
16907,25
16908,42
16908,65
16908,44
