polygonid,elevation
10417,135
10417,138
10417,154
10418,81
10418,80
10418,91
10418,79
10418,92
10419,93
10419,90
10419,91
10419,97
10419,94
10420,82
10420,81
10420,83
10420,81
10420,81
10421,89
10421,83
10421,86
10421,84
10421,83
10422,92
10422,89
10422,87
10422,86
10422,87
10423,80
10423,79
10423,79
10423,80
10423,77
10424,73
10424,73
10424,69
10424,69
10424,64
10425,76
10425,78
10425,77
10425,74
10425,75
10426,73
10426,71
10426,74
10426,69
10426,70
10427,66
10427,68
10427,66
10427,70
10427,66
10428,65
10428,66
10428,68
10428,64
10428,71
10429,75
10429,79
10429,95
10429,81
10429,79
10430,74
10430,75
10430,76
10430,75
10430,75
10431,74
10431,78
10431,74
10431,70
10431,74
10432,70
10432,75
10432,75
10432,76
10432,70
10433,127
10433,119
10433,138
10433,117
10433,159
10434,153
10434,149
10434,148
10434,158
10434,159
10435,121
10435,103
10435,104
10435,95
10435,99
10436,97
10436,97
10436,100
10436,94
10436,96
10437,122
10437,109
