polygonid,elevation
6551,52
6551,50
6552,50
6552,52
6552,50
6552,47
6552,51
6553,46
6553,49
6553,50
6553,47
6553,48
6554,45
6554,48
6554,48
6554,46
6554,50
6555,41
6555,45
6555,49
6555,49
6555,43
6556,46
6556,47
6556,43
6556,47
6556,45
6557,48
6557,46
6557,48
6557,48
6557,47
6558,46
6558,49
6558,49
6558,44
6558,47
6559,50
6559,45
6559,51
6559,47
6559,48
6560,48
6560,47
6560,46
6560,45
6560,47
6561,49
6561,46
6561,48
6561,46
6561,48
6562,45
6562,45
6562,44
6562,46
6562,45
6563,44
6563,44
6563,44
6563,45
6563,48
6564,49
6564,43
6564,43
6564,46
6564,47
6565,46
6565,48
6565,47
6565,47
6565,46
6566,48
6566,47
6566,46
6566,47
6566,50
6567,45
6567,49
6567,42
6567,39
6567,45
6568,39
6568,34
6568,43
6568,12
6568,39
6569,44
6569,41
6569,43
6569,41
6569,39
6570,44
6570,45
6570,41
6570,43
6570,43
6571,42
6571,45
6571,43
