polygonid,elevation
15366,40
15366,55
15366,35
15366,25
15367,7
15367,11
15367,9
15367,13
15367,14
15368,17
15368,18
15368,11
15368,16
15368,15
15369,14
15369,22
15369,24
15369,17
15369,21
15370,24
15370,21
15370,24
15370,22
15370,25
15371,22
15371,28
15371,19
15371,23
15371,25
15372,29
15372,20
15372,19
15372,21
15372,28
15373,30
15373,23
15373,23
15373,30
15373,20
15374,25
15374,26
15374,24
15374,24
15374,26
15375,36
15375,27
15375,33
15375,36
15375,28
15376,43
15376,29
15376,40
15376,34
15376,31
15377,52
15377,31
15377,48
15377,45
15377,33
15378,30
15378,27
15378,30
15378,31
15378,30
15379,47
15379,68
15379,47
15379,51
15379,73
15380,55
15380,55
15380,54
15380,62
15380,63
15381,69
15381,79
15381,72
15381,71
15381,73
15382,98
15382,88
15382,84
15382,97
15382,103
15383,107
15383,101
15383,95
15383,117
15383,101
15384,76
15384,80
15384,85
15384,70
15384,91
15385,101
15385,101
15385,111
15385,106
15385,96
15386,72
