polygonid,elevation
5630,128
5630,128
5631,117
5631,113
5631,121
5631,113
5631,117
5632,109
5632,115
5632,114
5632,109
5632,106
5633,118
5633,118
5633,116
5633,115
5633,122
5634,124
5634,120
5634,123
5634,120
5634,121
5635,117
5635,113
5635,119
5635,117
5635,120
5636,154
5636,143
5636,132
5636,137
5636,131
5637,148
5637,144
5637,136
5637,138
5637,139
5638,154
5638,146
5638,141
5638,134
5638,134
5639,181
5639,190
5639,194
5639,178
5639,183
5640,172
5640,160
5640,185
5640,176
5640,174
5641,167
5641,151
5641,147
5641,165
5641,149
5642,178
5642,185
5642,178
5642,183
5642,165
5643,168
5643,153
5643,155
5643,163
5643,141
5644,139
5644,168
5644,160
5644,125
5644,131
5645,162
5645,148
5645,146
5645,150
5645,142
5646,134
5646,134
5646,158
5646,135
5646,150
5647,120
5647,123
5647,122
5647,120
5647,128
5648,125
5648,126
5648,134
5648,129
5648,130
5649,122
5649,118
5649,119
5649,120
5649,118
5650,113
5650,117
5650,119
5650,115
