polygonid,elevation
9056,121
9056,99
9056,73
9056,60
9056,43
9057,1
9057,6
9057,3
9057,-2
9057,6
9058,1
9058,0
9058,14
9058,24
9058,10
9059,88
9059,2
9059,116
9059,105
9059,74
9060,100
9060,140
9060,61
9060,52
9060,87
9061,109
9061,20
9061,59
9061,12
9061,70
9062,78
9062,115
9062,100
9062,161
9062,80
9063,99
9063,48
9063,35
9063,81
9063,54
9064,7
9064,17
9064,16
9064,-3
9064,0
9065,16
9065,44
9065,0
9065,105
9065,11
9066,63
9066,69
9066,99
9066,92
9066,90
9067,96
9067,124
9067,102
9067,113
9067,118
9068,141
9068,160
9068,146
9068,63
9068,134
9069,17
9069,7
9069,3
9069,3
9069,-2
9070,53
9070,18
9070,28
9070,2
9070,48
9071,3
9071,3
9071,10
9071,2
9071,-2
9072,4
9072,2
9072,7
9072,4
9072,2
9073,5
9073,3
9073,6
9073,6
9073,4
9074,44
9074,75
9074,39
9074,62
9074,21
9075,132
9075,62
9075,107
9075,134
9075,55
9076,207
