polygonid,elevation
12619,86
12619,83
12620,77
12620,82
12620,80
12620,84
12620,80
12621,84
12621,100
12621,94
12621,98
12621,86
12622,113
12622,90
12622,120
12622,116
12622,107
12623,123
12623,128
12623,126
12623,126
12623,122
12624,104
12624,93
12624,92
12624,115
12624,112
12625,129
12625,128
12625,127
12625,126
12625,120
12626,90
12626,80
12626,97
12626,91
12626,87
12627,79
12627,113
12627,124
12627,97
12627,115
12628,82
12628,83
12628,84
12628,84
12628,76
12629,157
12629,175
12629,155
12629,164
12629,136
12630,161
12630,157
12630,149
12630,140
12630,121
12631,161
12631,164
12631,289
12631,596
12631,576
12632,680
12632,465
12632,712
12632,506
12632,469
12633,875
12633,378
12633,640
12633,586
12633,557
12634,1031
12634,987
12634,967
12634,1001
12634,1027
12635,283
12635,222
12635,256
12635,230
12635,313
12636,312
12636,299
12636,288
12636,306
12636,303
12637,212
12637,202
12637,204
12637,213
12637,206
12638,283
12638,288
12638,326
12638,328
12638,309
12639,280
12639,270
12639,272
