polygonid,elevation
2065,115
2066,116
2066,115
2066,114
2066,114
2066,112
2067,114
2067,115
2067,116
2067,116
2067,113
2068,116
2068,116
2068,116
2068,115
2068,115
2069,117
2069,119
2069,117
2069,115
2069,117
2070,115
2070,118
2070,117
2070,115
2070,115
2071,117
2071,120
2071,118
2071,121
2071,119
2072,114
2072,121
2072,119
2072,115
2072,118
2073,119
2073,119
2073,116
2073,118
2073,115
2074,115
2074,122
2074,118
2074,122
2074,119
2075,120
2075,122
2075,120
2075,121
2075,119
2076,119
2076,116
2076,115
2076,119
2076,118
2077,119
2077,110
2077,114
2077,115
2077,119
2078,117
2078,119
2078,118
2078,115
2078,117
2079,118
2079,116
2079,118
2079,118
2079,118
2080,117
2080,117
2080,119
2080,115
2080,118
2081,110
2081,117
2081,114
2081,114
2081,112
2082,111
2082,111
2082,109
2082,111
2082,108
2083,114
2083,112
2083,113
2083,113
2083,111
2084,109
2084,113
2084,118
2084,111
2084,113
2085,110
2085,115
2085,111
2085,107
