polygonid,elevation
11538,321
11538,330
11539,336
11539,356
11539,357
11539,360
11539,350
11540,412
11540,403
11540,361
11540,360
11540,350
11541,698
11541,503
11541,475
11541,716
11541,724
11542,265
11542,252
11542,255
11542,265
11542,252
11543,289
11543,294
11543,282
11543,274
11543,277
11544,311
11544,319
11544,331
11544,326
11544,331
11545,523
11545,410
11545,519
11545,407
11545,402
11546,540
11546,523
11546,525
11546,550
11546,536
11547,510
11547,511
11547,545
11547,509
11547,509
11548,515
11548,514
11548,519
11548,533
11548,521
11549,595
11549,556
11549,541
11549,577
11549,567
11550,560
11550,596
11550,527
11550,558
11550,521
11551,590
11551,630
11551,559
11551,546
11551,560
11552,558
11552,853
11552,472
11552,607
11552,466
11553,472
11553,472
11553,475
11553,490
11553,484
11554,471
11554,471
11554,468
11554,469
11554,471
11555,485
11555,471
11555,473
11555,480
11555,474
11556,491
11556,492
11556,475
11556,474
11556,480
11557,496
11557,504
11557,496
11557,504
11557,495
11558,491
11558,495
11558,481
