polygonid,elevation
21394,11
21394,13
21394,10
21395,15
21395,13
21395,18
21395,16
21395,17
21396,17
21396,16
21396,13
21396,16
21396,21
21397,12
21397,14
21397,15
21397,13
21397,14
21398,11
21398,12
21398,12
21398,14
21398,10
21399,13
21399,15
21399,13
21399,13
21399,15
21400,12
21400,13
21400,13
21400,15
21400,14
21401,12
21401,14
21401,12
21401,12
21401,12
21402,17
21402,17
21402,16
21402,15
21402,12
21403,14
21403,11
21403,13
21403,12
21403,14
21404,13
21404,18
21404,16
21404,17
21404,17
21405,17
21405,12
21405,11
21405,11
21405,11
21406,14
21406,11
21406,13
21406,14
21406,12
21407,19
21407,14
21407,15
21407,19
21407,16
21408,11
21408,11
21408,15
21408,13
21408,13
21409,13
21409,13
21409,11
21409,13
21409,13
21410,12
21410,10
21410,12
21410,12
21410,9
21411,13
21411,9
21411,11
21411,14
21411,10
21412,9
21412,13
21412,9
21412,10
21412,12
21413,9
21413,7
21413,8
21413,7
21413,8
21414,5
21414,9
