polygonid,elevation
21454,93
21454,142
21454,408
21455,107
21455,107
21455,97
21455,106
21455,101
21456,110
21456,95
21456,105
21456,102
21456,93
21457,99
21457,104
21457,100
21457,101
21457,103
21458,104
21458,105
21458,109
21458,111
21458,106
21459,98
21459,99
21459,98
21459,96
21459,97
21460,98
21460,93
21460,96
21460,97
21460,97
21461,97
21461,99
21461,98
21461,98
21461,97
21462,100
21462,101
21462,98
21462,97
21462,98
21463,106
21463,103
21463,100
21463,102
21463,101
21464,100
21464,102
21464,98
21464,103
21464,100
21465,100
21465,101
21465,102
21465,99
21465,101
21466,103
21466,106
21466,101
21466,105
21466,104
21467,102
21467,102
21467,102
21467,103
21467,103
21468,101
21468,99
21468,99
21468,102
21468,101
21469,102
21469,100
21469,102
21469,101
21469,100
21470,99
21470,99
21470,98
21470,99
21470,99
21471,97
21471,96
21471,96
21471,100
21471,100
21472,105
21472,107
21472,105
21472,108
21472,104
21473,108
21473,108
21473,106
21473,108
21473,108
21474,117
21474,113
