polygonid,elevation
19191,60
19191,51
19191,62
19191,59
19192,36
19192,31
19192,37
19192,64
19192,54
19193,44
19193,40
19193,41
19193,41
19193,40
19194,45
19194,48
19194,47
19194,52
19194,50
19195,52
19195,49
19195,49
19195,52
19195,48
19196,47
19196,51
19196,56
19196,55
19196,52
19197,51
19197,48
19197,46
19197,49
19197,50
19198,58
19198,56
19198,61
19198,56
19198,54
19199,61
19199,39
19199,56
19199,63
19199,38
19200,43
19200,42
19200,46
19200,43
19200,47
19201,31
19201,43
19201,31
19201,42
19201,37
19202,45
19202,43
19202,44
19202,44
19202,45
19203,40
19203,39
19203,43
19203,38
19203,35
19204,46
19204,40
19204,41
19204,44
19204,41
19205,41
19205,38
19205,39
19205,40
19205,41
19206,38
19206,30
19206,30
19206,29
19206,26
19207,33
19207,35
19207,34
19207,37
19207,28
19208,29
19208,30
19208,27
19208,34
19208,33
19209,49
19209,34
19209,46
19209,40
19209,40
19210,47
19210,43
19210,49
19210,48
19210,33
19211,43
