polygonid,elevation
14965,100
14965,96
14965,133
14966,166
14966,160
14966,166
14966,153
14966,168
14967,127
14967,133
14967,138
14967,142
14967,133
14968,28
14968,105
14968,84
14968,19
14968,18
14969,72
14969,82
14969,83
14969,92
14969,73
14970,91
14970,101
14970,92
14970,104
14970,102
14971,59
14971,97
14971,39
14971,51
14971,62
14972,62
14972,59
14972,73
14972,32
14972,66
14973,95
14973,60
14973,64
14973,63
14973,67
14974,88
14974,69
14974,72
14974,62
14974,73
14975,95
14975,104
14975,111
14975,111
14975,91
14976,96
14976,96
14976,92
14976,91
14976,93
14977,107
14977,100
14977,119
14977,107
14977,110
14978,99
14978,63
14978,113
14978,74
14978,70
14979,21
14979,19
14979,18
14979,18
14979,15
14980,178
14980,147
14980,121
14980,133
14980,138
14981,140
14981,129
14981,119
14981,139
14981,122
14982,141
14982,125
14982,145
14982,131
14982,151
14983,122
14983,120
14983,148
14983,109
14983,129
14984,165
14984,167
14984,133
14984,150
14984,169
14985,154
14985,142
