polygonid,elevation
18069,48
18069,48
18070,50
18070,48
18070,49
18070,49
18070,49
18071,51
18071,50
18071,50
18071,51
18071,48
18072,48
18072,49
18072,48
18072,49
18072,47
18073,52
18073,48
18073,49
18073,55
18073,54
18074,50
18074,52
18074,51
18074,51
18074,58
18075,54
18075,55
18075,57
18075,57
18075,55
18076,52
18076,56
18076,55
18076,53
18076,54
18077,56
18077,59
18077,55
18077,57
18077,57
18078,57
18078,63
18078,55
18078,55
18078,56
18079,55
18079,53
18079,57
18079,53
18079,51
18080,52
18080,52
18080,55
18080,53
18080,53
18081,54
18081,53
18081,52
18081,54
18081,51
18082,51
18082,54
18082,53
18082,53
18082,54
18083,53
18083,53
18083,53
18083,53
18083,54
18084,52
18084,51
18084,51
18084,54
18084,51
18085,54
18085,54
18085,54
18085,52
18085,50
18086,51
18086,51
18086,51
18086,48
18086,47
18087,47
18087,47
18087,51
18087,52
18087,50
18088,45
18088,52
18088,51
18088,55
18088,49
18089,47
18089,47
18089,45
