polygonid,elevation
7934,14
7934,13
7934,11
7934,14
7934,17
7935,31
7935,15
7935,21
7935,18
7935,17
7936,7
7936,9
7936,9
7936,10
7936,9
7937,40
7937,53
7937,57
7937,36
7937,51
7938,59
7938,31
7938,59
7938,60
7938,58
7939,26
7939,24
7939,31
7939,19
7939,20
7940,18
7940,17
7940,24
7940,15
7940,25
7941,11
7941,8
7941,7
7941,5
7941,9
7942,10
7942,18
7942,10
7942,16
7942,11
7943,7
7943,0
7943,11
7943,20
7943,0
7944,52
7944,48
7944,29
7944,44
7944,42
7945,40
7945,40
7945,45
7945,32
7945,37
7946,23
7946,23
7946,43
7946,43
7946,20
7947,0
7947,4
7947,27
7947,5
7947,26
7948,15
7948,12
7948,4
7948,12
7948,7
7949,44
7949,69
7949,69
7949,49
7949,46
7950,48
7950,48
7950,50
7950,39
7950,44
7951,37
7951,48
7951,50
7951,54
7951,37
7952,41
7952,41
7952,49
7952,33
7952,39
7953,28
7953,26
7953,29
7953,27
7953,26
