polygonid,elevation
12239,10
12239,11
12239,13
12239,13
12240,11
12240,12
12240,13
12240,12
12240,14
12241,11
12241,12
12241,11
12241,13
12241,10
12242,9
12242,16
12242,14
12242,11
12242,7
12243,13
12243,11
12243,10
12243,10
12243,10
12244,8
12244,9
12244,9
12244,12
12244,9
12245,8
12245,9
12245,7
12245,14
12245,13
12246,7
12246,8
12246,11
12246,12
12246,9
12247,10
12247,8
12247,11
12247,9
12247,7
12248,9
12248,12
12248,10
12248,9
12248,11
12249,8
12249,10
12249,9
12249,10
12249,9
12250,11
12250,8
12250,11
12250,9
12250,9
12251,13
12251,10
12251,12
12251,12
12251,12
12252,10
12252,8
12252,9
12252,10
12252,13
12253,7
12253,9
12253,8
12253,9
12253,8
12254,14
12254,11
12254,13
12254,14
12254,12
12255,11
12255,11
12255,11
12255,11
12255,10
12256,11
12256,10
12256,13
12256,10
12256,10
12257,9
12257,10
12257,11
12257,11
12257,12
12258,10
12258,13
12258,10
12258,7
12258,9
12259,11
