polygonid,elevation
8915,53
8915,53
8915,56
8915,53
8915,58
8916,57
8916,57
8916,56
8916,58
8916,59
8917,48
8917,49
8917,49
8917,49
8917,52
8918,53
8918,53
8918,52
8918,52
8918,54
8919,51
8919,53
8919,55
8919,53
8919,57
8920,52
8920,53
8920,51
8920,54
8920,52
8921,57
8921,52
8921,57
8921,57
8921,53
8922,52
8922,49
8922,54
8922,55
8922,53
8923,52
8923,56
8923,53
8923,52
8923,54
8924,50
8924,47
8924,48
8924,47
8924,47
8925,57
8925,53
8925,56
8925,53
8925,59
8926,57
8926,58
8926,61
8926,57
8926,57
8927,56
8927,57
8927,56
8927,54
8927,53
8928,68
8928,61
8928,60
8928,71
8928,73
8929,60
8929,59
8929,58
8929,66
8929,58
8930,157
8930,105
8930,98
8930,83
8930,97
8931,70
8931,72
8931,69
8931,73
8931,71
8932,73
8932,72
8932,73
8932,72
8932,74
8933,71
8933,71
8933,74
8933,76
8933,70
8934,67
8934,70
8934,71
8934,70
8934,71
