polygonid,elevation
18149,66
18150,63
18150,67
18150,65
18150,64
18150,61
18151,62
18151,65
18151,62
18151,61
18151,65
18152,63
18152,69
18152,63
18152,68
18152,64
18153,60
18153,59
18153,59
18153,60
18153,61
18154,63
18154,59
18154,63
18154,62
18154,63
18155,57
18155,61
18155,58
18155,58
18155,59
18156,63
18156,65
18156,54
18156,44
18156,50
18157,42
18157,73
18157,54
18157,194
18157,282
18158,537
18158,588
18158,472
18158,696
18158,757
18159,863
18159,653
18159,911
18159,824
18159,700
18160,405
18160,762
18160,130
18160,266
18160,614
18161,481
18161,404
18161,538
18161,625
18161,409
18162,0
18162,-1
18162,-1
18162,-1
18162,-1
18163,-1
18163,-1
18163,-1
18163,-1
18163,-3
18164,0
18164,0
18164,0
18164,0
18164,0
18165,-2
18165,-1
18165,-4
18165,-2
18165,0
18166,-2
18166,-3
18166,-3
18166,-3
18166,-1
18167,396
18167,454
18167,401
18167,467
18167,409
18168,465
18168,474
18168,477
18168,464
18168,466
18169,433
18169,431
18169,414
18169,427
