polygonid,elevation
12920,394
12920,392
12920,400
12920,391
12920,395
12921,393
12921,390
12921,391
12921,388
12921,393
12922,382
12922,376
12922,388
12922,386
12922,386
12923,373
12923,379
12923,379
12923,380
12923,381
12924,443
12924,437
12924,423
12924,428
12924,439
12925,427
12925,430
12925,434
12925,427
12925,435
12926,430
12926,427
12926,429
12926,428
12926,430
12927,416
12927,415
12927,412
12927,422
12927,424
12928,416
12928,421
12928,418
12928,415
12928,421
12929,406
12929,408
12929,402
12929,408
12929,408
12930,422
12930,412
12930,411
12930,414
12930,412
12931,359
12931,354
12931,354
12931,361
12931,363
12932,347
12932,360
12932,357
12932,356
12932,350
12933,352
12933,341
12933,345
12933,348
12933,337
12934,344
12934,344
12934,335
12934,342
12934,348
12935,343
12935,339
12935,337
12935,330
12935,339
12936,324
12936,336
12936,331
12936,336
12936,330
12937,349
12937,338
12937,334
12937,327
12937,337
12938,371
12938,361
12938,370
12938,353
12938,357
12939,346
12939,358
12939,357
12939,366
12939,363
