polygonid,elevation
13660,82
13660,115
13661,86
13661,92
13661,85
13661,84
13661,85
13662,49
13662,47
13662,47
13662,47
13662,46
13663,83
13663,49
13663,52
13663,47
13663,78
13664,84
13664,87
13664,90
13664,53
13664,65
13665,85
13665,70
13665,76
13665,73
13665,68
13666,105
13666,100
13666,83
13666,101
13666,93
13667,102
13667,139
13667,124
13667,86
13667,115
13668,120
13668,93
13668,92
13668,119
13668,123
13669,130
13669,127
13669,134
13669,131
13669,127
13670,138
13670,137
13670,141
13670,139
13670,138
13671,96
13671,113
13671,110
13671,114
13671,101
13672,111
13672,135
13672,140
13672,115
13672,138
13673,131
13673,98
13673,132
13673,123
13673,96
13674,93
13674,81
13674,79
13674,88
13674,83
13675,90
13675,80
13675,95
13675,85
13675,80
13676,91
13676,114
13676,105
13676,118
13676,127
13677,104
13677,93
13677,100
13677,107
13677,86
13678,80
13678,77
13678,66
13678,73
13678,62
13679,103
13679,67
13679,109
13679,63
13679,70
13680,142
13680,135
13680,135
