polygonid,elevation
16608,-1
16608,0
16608,0
16608,2
16609,-1
16609,2
16609,3
16609,8
16609,2
16610,3
16610,4
16610,3
16610,5
16610,5
16611,3
16611,0
16611,1
16611,3
16611,1
16612,0
16612,4
16612,2
16612,1
16612,1
16613,-2
16613,-1
16613,-2
16613,-3
16613,-3
16614,6
16614,2
16614,5
16614,1
16614,1
16615,92
16615,89
16615,129
16615,60
16615,109
16616,80
16616,67
16616,30
16616,50
16616,36
16617,61
16617,18
16617,35
16617,62
16617,22
16618,32
16618,88
16618,44
16618,47
16618,47
16619,47
16619,90
16619,138
16619,111
16619,37
16620,112
16620,146
16620,124
16620,127
16620,147
16621,96
16621,65
16621,97
16621,96
16621,147
16622,133
16622,140
16622,99
16622,118
16622,119
16623,139
16623,173
16623,88
16623,141
16623,153
16624,144
16624,111
16624,112
16624,141
16624,96
16625,134
16625,172
16625,202
16625,169
16625,118
16626,11
16626,19
16626,10
16626,9
16626,14
16627,36
16627,34
16627,56
16627,28
16627,39
16628,81
