polygonid,elevation
3687,82
3687,81
3687,89
3688,78
3688,81
3688,77
3688,81
3688,78
3689,76
3689,80
3689,77
3689,78
3689,77
3690,72
3690,74
3690,78
3690,72
3690,77
3691,66
3691,74
3691,72
3691,76
3691,66
3692,70
3692,69
3692,67
3692,72
3692,71
3693,89
3693,88
3693,86
3693,90
3693,90
3694,89
3694,89
3694,93
3694,87
3694,82
3695,84
3695,90
3695,85
3695,85
3695,81
3696,80
3696,79
3696,82
3696,87
3696,83
3697,81
3697,84
3697,85
3697,81
3697,81
3698,88
3698,79
3698,83
3698,90
3698,84
3699,101
3699,103
3699,91
3699,95
3699,91
3700,113
3700,91
3700,97
3700,100
3700,113
3701,117
3701,119
3701,118
3701,102
3701,121
3702,112
3702,133
3702,126
3702,116
3702,121
3703,96
3703,96
3703,99
3703,100
3703,87
3704,95
3704,86
3704,79
3704,98
3704,100
3705,106
3705,78
3705,85
3705,88
3705,101
3706,89
3706,99
3706,93
3706,92
3706,106
3707,123
3707,112
