polygonid,elevation
11018,10
11018,10
11018,8
11018,11
11018,8
11019,8
11019,9
11019,8
11019,8
11019,6
11020,4
11020,5
11020,5
11020,8
11020,8
11021,7
11021,7
11021,5
11021,8
11021,8
11022,10
11022,7
11022,8
11022,10
11022,9
11023,14
11023,16
11023,15
11023,16
11023,13
11024,16
11024,16
11024,17
11024,15
11024,17
11025,18
11025,10
11025,22
11025,16
11025,20
11026,14
11026,16
11026,15
11026,18
11026,15
11027,17
11027,19
11027,15
11027,22
11027,20
11028,10
11028,9
11028,10
11028,9
11028,8
11029,10
11029,11
11029,9
11029,12
11029,10
11030,10
11030,11
11030,10
11030,10
11030,9
11031,12
11031,8
11031,9
11031,5
11031,11
11032,10
11032,11
11032,15
11032,16
11032,13
11033,11
11033,10
11033,10
11033,10
11033,10
11034,12
11034,10
11034,9
11034,9
11034,10
11035,11
11035,9
11035,12
11035,11
11035,10
11036,14
11036,12
11036,10
11036,12
11036,10
11037,10
11037,6
11037,9
11037,12
11037,8
