polygonid,elevation
12539,19
12539,15
12540,21
12540,19
12540,15
12540,15
12540,8
12541,16
12541,15
12541,16
12541,15
12541,16
12542,16
12542,16
12542,15
12542,14
12542,16
12543,20
12543,18
12543,18
12543,17
12543,18
12544,21
12544,20
12544,22
12544,20
12544,19
12545,16
12545,19
12545,18
12545,18
12545,16
12546,19
12546,20
12546,20
12546,22
12546,20
12547,19
12547,18
12547,17
12547,20
12547,21
12548,15
12548,16
12548,20
12548,16
12548,19
12549,18
12549,16
12549,17
12549,18
12549,17
12550,16
12550,15
12550,13
12550,17
12550,18
12551,15
12551,18
12551,17
12551,17
12551,18
12552,15
12552,17
12552,15
12552,18
12552,18
12553,17
12553,11
12553,16
12553,13
12553,16
12554,21
12554,36
12554,36
12554,33
12554,24
12555,11
12555,16
12555,9
12555,17
12555,17
12556,10
12556,13
12556,13
12556,11
12556,8
12557,15
12557,13
12557,13
12557,13
12557,13
12558,10
12558,12
12558,10
12558,9
12558,12
12559,25
12559,19
12559,24
