polygonid,elevation
16368,136
16368,138
16368,135
16368,139
16368,120
16369,106
16369,118
16369,97
16369,137
16369,148
16370,161
16370,147
16370,166
16370,142
16370,145
16371,181
16371,145
16371,157
16371,132
16371,150
16372,143
16372,181
16372,180
16372,147
16372,171
16373,106
16373,301
16373,180
16373,155
16373,68
16374,58
16374,70
16374,24
16374,36
16374,41
16375,34
16375,55
16375,32
16375,57
16375,72
16376,83
16376,181
16376,117
16376,122
16376,82
16377,142
16377,170
16377,165
16377,183
16377,187
16378,99
16378,72
16378,80
16378,93
16378,98
16379,59
16379,122
16379,97
16379,134
16379,105
16380,150
16380,143
16380,192
16380,139
16380,194
16381,48
16381,44
16381,28
16381,47
16381,53
16382,45
16382,30
16382,45
16382,43
16382,48
16383,46
16383,52
16383,45
16383,60
16383,51
16384,45
16384,65
16384,47
16384,44
16384,42
16385,83
16385,54
16385,53
16385,74
16385,39
16386,52
16386,36
16386,32
16386,46
16386,29
16387,14
16387,10
16387,19
16387,26
16387,7
