polygonid,elevation
12479,71
12479,69
12480,62
12480,77
12480,65
12480,71
12480,77
12481,82
12481,81
12481,81
12481,83
12481,83
12482,69
12482,69
12482,76
12482,72
12482,69
12483,74
12483,69
12483,78
12483,75
12483,73
12484,68
12484,70
12484,76
12484,65
12484,68
12485,38
12485,54
12485,83
12485,84
12485,82
12486,82
12486,80
12486,81
12486,77
12486,80
12487,81
12487,78
12487,80
12487,62
12487,62
12488,82
12488,58
12488,78
12488,77
12488,83
12489,76
12489,76
12489,76
12489,75
12489,60
12490,103
12490,143
12490,93
12490,90
12490,147
12491,99
12491,101
12491,100
12491,100
12491,100
12492,115
12492,111
12492,107
12492,116
12492,116
12493,50
12493,53
12493,79
12493,78
12493,65
12494,59
12494,71
12494,69
12494,69
12494,38
12495,66
12495,98
12495,91
12495,81
12495,89
12496,127
12496,105
12496,107
12496,118
12496,127
12497,101
12497,100
12497,104
12497,97
12497,105
12498,167
12498,110
12498,116
12498,117
12498,106
12499,95
12499,74
12499,66
