polygonid,elevation
11198,47
11198,51
11198,51
11198,50
11199,42
11199,44
11199,45
11199,46
11199,42
11200,32
11200,34
11200,33
11200,40
11200,55
11201,50
11201,50
11201,49
11201,51
11201,53
11202,51
11202,53
11202,51
11202,51
11202,51
11203,50
11203,46
11203,46
11203,52
11203,53
11204,49
11204,66
11204,56
11204,57
11204,42
11205,68
11205,35
11205,68
11205,68
11205,70
11206,72
11206,72
11206,66
11206,71
11206,66
11207,82
11207,69
11207,83
11207,77
11207,72
11208,82
11208,75
11208,78
11208,80
11208,78
11209,96
11209,100
11209,108
11209,67
11209,95
11210,107
11210,116
11210,77
11210,65
11210,86
11211,82
11211,100
11211,97
11211,72
11211,102
11212,73
11212,78
11212,66
11212,69
11212,77
11213,75
11213,73
11213,71
11213,74
11213,71
11214,81
11214,82
11214,81
11214,84
11214,81
11215,93
11215,93
11215,96
11215,100
11215,95
11216,240
11216,155
11216,93
11216,211
11216,167
11217,142
11217,116
11217,120
11217,112
11217,119
11218,145
