polygonid,elevation
15486,29
15486,28
15486,27
15486,26
15487,26
15487,30
15487,35
15487,28
15487,41
15488,67
15488,46
15488,41
15488,72
15488,48
15489,50
15489,58
15489,46
15489,22
15489,30
15490,32
15490,31
15490,35
15490,46
15490,25
15491,46
15491,32
15491,55
15491,33
15491,44
15492,64
15492,38
15492,58
15492,45
15492,79
15493,84
15493,95
15493,95
15493,93
15493,100
15494,128
15494,140
15494,118
15494,122
15494,128
15495,84
15495,79
15495,89
15495,85
15495,107
15496,89
15496,81
15496,82
15496,84
15496,84
15497,79
15497,71
15497,71
15497,72
15497,75
15498,87
15498,64
15498,64
15498,72
15498,57
15499,77
15499,77
15499,59
15499,55
15499,55
15500,57
15500,66
15500,60
15500,76
15500,81
15501,89
15501,65
15501,71
15501,49
15501,102
15502,52
15502,50
15502,50
15502,43
15502,51
15503,64
15503,64
15503,61
15503,58
15503,69
15504,58
15504,52
15504,52
15504,72
15504,53
15505,62
15505,64
15505,46
15505,52
15505,70
15506,66
15506,72
