polygonid,elevation
9176,101
9176,70
9176,80
9176,62
9177,120
9177,123
9177,113
9177,136
9177,121
9178,74
9178,84
9178,94
9178,119
9178,120
9179,1
9179,1
9179,1
9179,1
9179,1
9180,205
9180,66
9180,125
9180,113
9180,192
9181,26
9181,15
9181,22
9181,23
9181,19
9182,28
9182,32
9182,45
9182,40
9182,39
9183,52
9183,58
9183,62
9183,52
9183,99
9184,50
9184,17
9184,52
9184,36
9184,54
9185,100
9185,61
9185,101
9185,68
9185,100
9186,149
9186,139
9186,151
9186,195
9186,190
9187,119
9187,130
9187,76
9187,104
9187,71
9188,183
9188,144
9188,94
9188,201
9188,187
9189,0
9189,7
9189,1
9189,3
9189,-4
9190,9
9190,10
9190,14
9190,21
9190,6
9191,1
9191,4
9191,0
9191,1
9191,-2
9192,7
9192,9
9192,11
9192,18
9192,14
9193,0
9193,53
9193,26
9193,60
9193,27
9194,53
9194,19
9194,62
9194,45
9194,61
9195,2
9195,1
9195,7
9195,7
9195,10
9196,53
