polygonid,elevation
19411,22
19411,22
19411,22
19412,16
19412,21
19412,20
19412,23
19412,18
19413,18
19413,21
19413,18
19413,18
19413,22
19414,10
19414,10
19414,15
19414,5
19414,12
19415,16
19415,18
19415,16
19415,17
19415,15
19416,9
19416,11
19416,16
19416,10
19416,15
19417,19
19417,15
19417,17
19417,15
19417,14
19418,27
19418,26
19418,26
19418,23
19418,20
19419,25
19419,34
19419,26
19419,28
19419,33
19420,33
19420,29
19420,32
19420,33
19420,34
19421,28
19421,29
19421,30
19421,33
19421,34
19422,27
19422,21
19422,24
19422,32
19422,25
19423,42
19423,55
19423,51
19423,41
19423,46
19424,10
19424,13
19424,14
19424,8
19424,10
19425,31
19425,59
19425,66
19425,73
19425,40
19426,379
19426,480
19426,414
19426,308
19426,507
19427,47
19427,39
19427,57
19427,37
19427,68
19428,15
19428,24
19428,17
19428,25
19428,27
19429,23
19429,25
19429,15
19429,16
19429,22
19430,37
19430,35
19430,59
19430,52
19430,35
19431,25
19431,17
