polygonid,elevation
19071,24
19071,24
19071,17
19071,22
19071,16
19072,31
19072,30
19072,30
19072,30
19072,33
19073,30
19073,32
19073,26
19073,33
19073,30
19074,28
19074,25
19074,24
19074,25
19074,24
19075,17
19075,21
19075,30
19075,30
19075,27
19076,39
19076,36
19076,35
19076,33
19076,36
19077,40
19077,38
19077,44
19077,39
19077,41
19078,48
19078,52
19078,43
19078,44
19078,44
19079,45
19079,44
19079,43
19079,43
19079,43
19080,43
19080,44
19080,46
19080,43
19080,41
19081,37
19081,38
19081,34
19081,40
19081,40
19082,40
19082,38
19082,44
19082,38
19082,41
19083,32
19083,32
19083,31
19083,38
19083,30
19084,26
19084,26
19084,27
19084,27
19084,31
19085,28
19085,29
19085,30
19085,32
19085,35
19086,26
19086,25
19086,23
19086,28
19086,25
19087,28
19087,25
19087,26
19087,28
19087,25
19088,31
19088,32
19088,34
19088,26
19088,30
19089,16
19089,13
19089,20
19089,21
19089,13
19090,40
19090,32
19090,32
19090,30
19090,37
