polygonid,elevation
18650,2120
18650,1337
18651,1383
18651,2444
18651,979
18651,1328
18651,938
18652,92
18652,71
18652,77
18652,25
18652,41
18653,135
18653,71
18653,158
18653,83
18653,169
18654,21
18654,25
18654,23
18654,34
18654,27
18655,39
18655,25
18655,22
18655,23
18655,15
18656,46
18656,26
18656,22
18656,24
18656,42
18657,12
18657,14
18657,13
18657,19
18657,15
18658,10
18658,11
18658,8
18658,12
18658,13
18659,15
18659,15
18659,10
18659,11
18659,11
18660,34
18660,14
18660,20
18660,16
18660,11
18661,29
18661,28
18661,52
18661,32
18661,18
18662,28
18662,19
18662,27
18662,22
18662,27
18663,41
18663,51
18663,54
18663,60
18663,52
18664,56
18664,53
18664,37
18664,32
18664,60
18665,48
18665,51
18665,40
18665,54
18665,81
18666,22
18666,61
18666,29
18666,20
18666,60
18667,39
18667,50
18667,60
18667,88
18667,89
18668,2
18668,2
18668,2
18668,6
18668,8
18669,4
18669,1
18669,5
18669,13
18669,8
18670,6
18670,50
18670,30
