polygonid,elevation
14283,16
14284,25
14284,24
14284,30
14284,23
14284,23
14285,8
14285,6
14285,10
14285,10
14285,7
14286,9
14286,8
14286,14
14286,12
14286,10
14287,10
14287,13
14287,12
14287,12
14287,12
14288,13
14288,14
14288,16
14288,14
14288,8
14289,16
14289,15
14289,14
14289,15
14289,15
14290,16
14290,17
14290,11
14290,16
14290,12
14291,9
14291,8
14291,10
14291,8
14291,6
14292,100
14292,13
14292,11
14292,68
14292,10
14293,5
14293,8
14293,9
14293,5
14293,6
14294,7
14294,7
14294,7
14294,8
14294,6
14295,9
14295,9
14295,9
14295,11
14295,8
14296,7
14296,6
14296,9
14296,6
14296,8
14297,5
14297,7
14297,5
14297,6
14297,4
14298,4
14298,1
14298,6
14298,5
14298,2
14299,2
14299,4
14299,2
14299,3
14299,1
14300,7
14300,6
14300,7
14300,5
14300,9
14301,8
14301,8
14301,5
14301,7
14301,9
14302,5
14302,6
14302,5
14302,7
14302,6
14303,11
14303,8
14303,6
14303,9
14303,7
