polygonid,elevation
10477,67
10477,61
10478,68
10478,60
10478,67
10478,66
10478,63
10479,66
10479,73
10479,74
10479,68
10479,68
10480,70
10480,71
10480,75
10480,75
10480,74
10481,72
10481,73
10481,69
10481,72
10481,70
10482,57
10482,59
10482,61
10482,56
10482,58
10483,66
10483,68
10483,63
10483,67
10483,63
10484,68
10484,118
10484,108
10484,107
10484,97
10485,56
10485,52
10485,55
10485,56
10485,55
10486,52
10486,53
10486,56
10486,53
10486,53
10487,50
10487,54
10487,52
10487,48
10487,54
10488,52
10488,52
10488,51
10488,54
10488,54
10489,47
10489,47
10489,47
10489,46
10489,45
10490,47
10490,53
10490,48
10490,52
10490,53
10491,49
10491,52
10491,49
10491,54
10491,48
10492,57
10492,56
10492,55
10492,55
10492,48
10493,65
10493,62
10493,63
10493,64
10493,63
10494,56
10494,62
10494,61
10494,60
10494,61
10495,59
10495,62
10495,61
10495,57
10495,63
10496,60
10496,60
10496,60
10496,61
10496,63
10497,57
10497,52
10497,59
